identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
lumina-ascension,Lumina Ascension,[],"['light', 'warrior', 'action']","**Boltyn Specialization** *(You may only have Lumina Ascension in your deck if your hero is Boltyn.)*

Until end of turn, weapons you control gain +1 [Power] and ""If this hits, reveal the top card of your deck. If it's a Light card, put it into your hero's soul and gain 1[Life], otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack an additional time with each weapon you control.

**Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/MON034.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,2326,en,,Monarch,Rainbow foil,{},MON034-RF,034,mon,Monarch,2021-05-07,True,True,
lumina-ascension,Lumina Ascension,[],"['light', 'warrior', 'action']","**Boltyn Specialization** *(You may only have Lumina Ascension in your deck if your hero is Boltyn.)*

Until end of turn, weapons you control gain +1 [Power] and ""If this hits, reveal the top card of your deck. If it's a Light card, put it into your hero's soul and gain 1[Life], otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack an additional time with each weapon you control.

**Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/MON034.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,2854,en,,Monarch,Regular,{},MON034-EA,034,mon,Monarch,2021-05-07,True,True,
lumina-ascension,Lumina Ascension,[],"['light', 'warrior', 'action']","**Boltyn Specialization** *(You may only have Lumina Ascension in your deck if your hero is Boltyn.)*

Until end of turn, weapons you control gain +1 [Power] and ""If this hits, reveal the top card of your deck. If it's a Light card, put it into your hero's soul and gain 1[Life], otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack an additional time with each weapon you control.

**Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/MON034.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,3084,en,,Monarch Unlimited,Regular,{},U-MON034,034,mon,Monarch,2021-05-07,True,True,
lumina-ascension,Lumina Ascension,[],"['light', 'warrior', 'action']","**Boltyn Specialization** *(You may only have Lumina Ascension in your deck if your hero is Boltyn.)*

Until end of turn, weapons you control gain +1 [Power] and ""If this hits, reveal the top card of your deck. If it's a Light card, put it into your hero's soul and gain 1[Life], otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack an additional time with each weapon you control.

**Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/MON034.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,3085,en,,Monarch Unlimited,Rainbow foil,{},U-MON034-RF,034,mon,Monarch,2021-05-07,True,True,
v-of-the-vanguard,V of the Vanguard,[],"['light', 'warrior', 'action', 'attack']","**Boltyn Specialization** *(You may only have V of the Vanguard in your deck if your hero is Boltyn.)*

As an additional cost to play V of the Vanguard, you may **charge** your hero's soul any number of times. *(Put 1 or more cards from your hand face up under your hero card.)*

Attacks on this combat chain gain +1 [Power] for each Light card **charged** this way.",Rare,"https://fabdb2.imgix.net/cards/printings/MON035.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,2327,en,,Monarch,Regular,{},MON035,035,mon,Monarch,2021-05-07,True,True,
v-of-the-vanguard,V of the Vanguard,[],"['light', 'warrior', 'action', 'attack']","**Boltyn Specialization** *(You may only have V of the Vanguard in your deck if your hero is Boltyn.)*

As an additional cost to play V of the Vanguard, you may **charge** your hero's soul any number of times. *(Put 1 or more cards from your hand face up under your hero card.)*

Attacks on this combat chain gain +1 [Power] for each Light card **charged** this way.",Rare,"https://fabdb2.imgix.net/cards/printings/MON035.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,2328,en,,Monarch,Rainbow foil,{},MON035-RF,035,mon,Monarch,2021-05-07,True,True,
v-of-the-vanguard,V of the Vanguard,[],"['light', 'warrior', 'action', 'attack']","**Boltyn Specialization** *(You may only have V of the Vanguard in your deck if your hero is Boltyn.)*

As an additional cost to play V of the Vanguard, you may **charge** your hero's soul any number of times. *(Put 1 or more cards from your hand face up under your hero card.)*

Attacks on this combat chain gain +1 [Power] for each Light card **charged** this way.",Rare,"https://fabdb2.imgix.net/cards/printings/MON035.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,2894,en,,Monarch Blitz Boltyn,Regular,{},BOL009,009,bol,Boltyn Hero Deck,2021-05-07,False,,
v-of-the-vanguard,V of the Vanguard,[],"['light', 'warrior', 'action', 'attack']","**Boltyn Specialization** *(You may only have V of the Vanguard in your deck if your hero is Boltyn.)*

As an additional cost to play V of the Vanguard, you may **charge** your hero's soul any number of times. *(Put 1 or more cards from your hand face up under your hero card.)*

Attacks on this combat chain gain +1 [Power] for each Light card **charged** this way.",Rare,"https://fabdb2.imgix.net/cards/printings/MON035.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,3086,en,,Monarch Unlimited,Regular,{},U-MON035,035,mon,Monarch,2021-05-07,True,True,
v-of-the-vanguard,V of the Vanguard,[],"['light', 'warrior', 'action', 'attack']","**Boltyn Specialization** *(You may only have V of the Vanguard in your deck if your hero is Boltyn.)*

As an additional cost to play V of the Vanguard, you may **charge** your hero's soul any number of times. *(Put 1 or more cards from your hand face up under your hero card.)*

Attacks on this combat chain gain +1 [Power] for each Light card **charged** this way.",Rare,"https://fabdb2.imgix.net/cards/printings/MON035.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,3087,en,,Monarch Unlimited,Rainbow foil,{},U-MON035-RF,035,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-red,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON036.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,1.0,,2329,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Regular,{},MON036,036,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-red,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON036.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,1.0,,2330,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Rainbow foil,{},MON036-RF,036,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-red,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON036.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,1.0,,2895,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Blitz Boltyn,Regular,{},BOL010,010,bol,Boltyn Hero Deck,2021-05-07,False,,
battlefield-blitz-red,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON036.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,1.0,,3088,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Regular,{},U-MON036,036,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-red,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON036.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,1.0,,3089,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Rainbow foil,{},U-MON036-RF,036,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-yellow,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON037.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,1.0,,2331,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Regular,{},MON037,037,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-yellow,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON037.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,1.0,,2332,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Rainbow foil,{},MON037-RF,037,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-yellow,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON037.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,1.0,,3090,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Regular,{},U-MON037,037,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-yellow,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON037.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,1.0,,3091,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Rainbow foil,{},U-MON037-RF,037,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-blue,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON038.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,1.0,,2333,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Regular,{},MON038,038,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-blue,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON038.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,1.0,,2334,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch,Rainbow foil,{},MON038-RF,038,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-blue,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON038.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,1.0,,3092,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Regular,{},U-MON038,038,mon,Monarch,2021-05-07,True,True,
battlefield-blitz-blue,Battlefield Blitz,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Battlefield Blitz gains **go again**.",Rare,"https://fabdb2.imgix.net/cards/printings/MON038.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,1.0,,3093,en,"""Solana shall never succumb to the Shadows!"" - Aurea, Champion of the Dawn",Monarch Unlimited,Rainbow foil,{},U-MON038-RF,038,mon,Monarch,2021-05-07,True,True,
valiant-thrust-red,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON039.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,1.0,,2335,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch,Regular,{},MON039,039,mon,Monarch,2021-05-07,True,True,
valiant-thrust-red,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON039.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,1.0,,2336,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch,Rainbow foil,{},MON039-RF,039,mon,Monarch,2021-05-07,True,True,
valiant-thrust-red,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON039.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,1.0,,2902,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch Blitz Boltyn,Regular,{},BOL017,017,bol,Boltyn Hero Deck,2021-05-07,False,,
valiant-thrust-red,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON039.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,1.0,,3094,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch Unlimited,Regular,{},U-MON039,039,mon,Monarch,2021-05-07,True,True,
valiant-thrust-red,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON039.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,1.0,,3095,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch Unlimited,Rainbow foil,{},U-MON039-RF,039,mon,Monarch,2021-05-07,True,True,
valiant-thrust-yellow,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON040.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,2337,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch,Regular,{},MON040,040,mon,Monarch,2021-05-07,True,True,
valiant-thrust-yellow,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON040.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,2338,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch,Rainbow foil,{},MON040-RF,040,mon,Monarch,2021-05-07,True,True,
valiant-thrust-yellow,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON040.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,3096,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch Unlimited,Regular,{},U-MON040,040,mon,Monarch,2021-05-07,True,True,
valiant-thrust-yellow,Valiant Thrust,[],"['light', 'warrior', 'action', 'attack']","If you've **charged** this turn, Valiant Thrust gains +3 [Power].",Rare,"https://fabdb2.imgix.net/cards/printings/MON040.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,1.0,,3097,en,"""Do not falter! These fiends shall die like any other beast we've faced!"" - Astra Morena",Monarch Unlimited,Rainbow foil,{},U-MON040-RF,040,mon,Monarch,2021-05-07,True,True,
