product,rarity,number,market price,listed median
Vest of the First Fist - FAB100,Promo,FAB100,$899.00,—
Vestige of Sol (Golden),Promo,FAB017,"$2,998.99",—
Vexing Malice (Blue) (Extended Art),Promo,LGS059,$9.48,—
Vexing Malice (Red) (Extended Art),Promo,LGS057,$2.01,—
Vexing Malice (Yellow) (Extended Art),Promo,LGS058,$1.96,—
Vexing Quillhand - FAB080,Promo,FAB080,—,—
Viserai,Promo,HER015,$49.96,—
"Viserai, Rune Blood",Promo,HER011,—,—
"Viserai, Rune Blood (Rainbow)",Promo,HER019,$236.39,—
"Voltaire, Strike Twice (Golden)",Promo,FAB075,—,—
Voltic Bolt (Blue),Promo,LGS043,$17.00,—
Voltic Bolt (Red) - LGS016,Promo,LGS016,$2.25,—
Voltic Bolt (Red) - LGS041,Promo,LGS041,$9.73,—
Voltic Bolt (Yellow),Promo,LGS042,$4.60,—
Vynnset,Promo,HER085,$47.45,—
Waning Moon,Promo,LGS109,$22.42,—
Wartune Herald (Blue) (Extended Art),Promo,FAB037,$31.27,—
Wartune Herald (Red) (Extended Art),Promo,FAB035,$34.53,—
Wartune Herald (Yellow) (Extended Art),Promo,FAB036,$41.72,—
Weave Lightning (Blue),Promo,LGS077,$0.74,—
Weave Lightning (Red),Promo,LGS075,$0.86,—
Weave Lightning (Yellow),Promo,LGS076,$0.47,—
Whelming Gustwave (Blue),Promo,LGS028,$14.83,—
Whelming Gustwave (Red) - LGS007,Promo,LGS007,$5.76,—
Whelming Gustwave (Red) - LGS026,Promo,LGS026,$17.82,—
Whelming Gustwave (Yellow),Promo,LGS027,$13.25,—
Wrecker Romp (Blue) - LGS005,Promo,LGS005,$10.11,—
Wrecker Romp (Blue) - LGS022,Promo,LGS022,$19.86,—
Wrecker Romp (Red),Promo,LGS020,$2.57,—
Wrecker Romp (Yellow),Promo,LGS021,$3.98,—
Wrecking Ball,Promo,LGS101,$0.49,—
"Yoji, Royal Protector - HER075",Promo,HER075,$9.06,—
"Yorick, Weaver of Tales",Promo,LSS004,$137.46,—
Anothos,Common,BVO003,$3.61,—
Barraging Brawnhide (Blue),Common,BVO023,$2.32,—
Blessing of Deliverance (Blue),Rare,BVO021,$1.99,—
Bravo,Token,BVO002,$3.00,—
"Bravo, Showstopper",Common,BVO001,$20.00,—
Buckling Blow (Blue),Common,BVO016,—,—
Buckling Blow (Red),Common,BVO008,$3.00,—
Cartilage Crush (Blue),Common,BVO017,—,—
Cartilage Crush (Red),Common,BVO009,—,—
Crush Confidence (Blue),Common,BVO018,—,—
Debilitate (Red),Common,BVO010,$0.99,—
Debilitate (Yellow),Common,BVO013,—,—
Disable (Blue),Rare,BVO019,—,—
Disable (Red),Rare,BVO011,—,—
Drone of Brutality (Blue),Rare,BVO025,$15.00,—
Emerging Power (Red),Common,BVO012,—,—
Emerging Power (Yellow),Common,BVO014,—,—
Goliath Gauntlet,Common,BVO006,—,—
Helm of Isen's Peak,Common,BVO004,—,—
Ironrot Legs,Common,BVO007,$0.74,—
Ironrot Plate,Common,BVO005,$2.00,—
Potion of Strength,Rare,BVO028,—,—
Pummel (Blue),Common,BVO027,$3.25,—
Raging Onslaught (Blue),Common,BVO024,—,—
Sloggism (Blue),Common,BVO029,—,—
Springboard Somersault,Common,BVO015,—,—
Staunch Response (Blue),Rare,BVO020,$3.00,—
Stonewall Confidence (Blue),Common,BVO022,—,—
Wounded Bull (Blue),Rare,BVO026,—,—
Biting Blade (Blue),Common,TEA020,—,—
Biting Blade (Red),Common,TEA008,$1.09,—
Dawnblade,Common,TEA003,$3.75,—
Dorinthea,Token,TEA002,—,—
Dorinthea Ironsong,Common,TEA001,$7.00,—
Driving Blade (Blue),Common,TEA022,—,—
Driving Blade (Red),Common,TEA012,—,—
Energy Potion,Rare,TEA028,$3.64,—
Flock of the Feather Walkers (Blue),Common,TEA026,—,—
Hope Merchant's Hood,Common,TEA004,$4.99,—
Ironrot Gauntlet,Common,TEA006,—,—
Ironrot Plate,Common,TEA005,—,—
Ironsong Response (Blue),Common,TEA021,$1.00,—
Nature's Path Pilgrimage (Blue),Common,TEA023,$0.47,—
Nature's Path Pilgrimage (Red),Common,TEA013,—,—
Overpower (Red),Rare,TEA010,—,—
Quicken,Token,TEA030,—,—
Razor Reflex (Red),Common,TEA016,$4.57,—
Refraction Bolters,Common,TEA007,—,—
Scour the Battlescape (Blue),Common,TEA027,$0.99,—
Sharpen Steel (Blue),Common,TEA024,$0.45,—
Sharpen Steel (Red),Common,TEA014,$1.49,—
Sigil of Solace (Blue),Rare,TEA029,—,—
Springboard Somersault,Common,TEA019,—,—
Steelblade Shunt (Red),Rare,TEA011,—,—
Stroke of Foresight (Red),Common,TEA009,—,—
Stroke of Foresight (Yellow),Common,TEA017,—,—
Warrior's Valor (Blue),Rare,TEA025,$3.35,—
Warrior's Valor (Yellow),Rare,TEA018,—,—
Wounding Blow (Red),Common,TEA015,$0.40,—
Blackout Kick (Red),Rare,KSU009,$1.71,—
Breaking Scales,Common,KSU007,—,—
Energy Potion,Rare,KSU029,$3.95,—
Flic Flak (Blue),Rare,KSU025,—,—
Fluster Fist (Blue),Rare,KSU022,—,—
Fluster Fist (Red),Rare,KSU010,$1.50,—
Harmonized Kodachi,Common,KSU003,$8.00,—
Harmonized Kodachi (Reverse),Common,KSU003,$8.00,—
Head Jab (Blue),Common,KSU023,—,—
Head Jab (Red),Common,KSU011,$0.82,—
Heartened Cross Strap,Common,KSU006,—,—
Ironrot Helm,Common,KSU005,—,—
Ironrot Legs,Common,KSU008,—,—
Katsu,Token,KSU002,—,—
"Katsu, the Wanderer",Common,KSU001,$11.00,—
Leg Tap (Red),Common,KSU012,—,—
Leg Tap (Yellow),Common,KSU018,$0.64,—
Lunging Press,Common,KSU028,$1.75,—
Open the Center (Red),Common,KSU013,—,—
Rising Knee Thrust (Red),Common,KSU014,$2.20,—
Rising Knee Thrust (Yellow),Common,KSU019,—,—
Scar for a Scar (Red),Common,KSU017,—,—
Scour the Battlescape (Blue),Common,KSU026,—,—
Sigil of Solace (Blue),Rare,KSU030,—,—
Springboard Somersault,Common,KSU021,—,—
Surging Strike (Red),Common,KSU015,$1.50,—
Surging Strike (Yellow),Common,KSU020,$1.90,—
Whelming Gustwave (Blue),Common,KSU024,—,—
Whelming Gustwave (Red),Common,KSU016,—,—
Wounding Blow (Blue),Common,KSU027,—,—
Awakening Bellow (Blue),Common,RNR024,$1.47,—
Awakening Bellow (Red),Common,RNR014,$0.99,—
Barkbone Strapping,Common,RNR005,$5.00,—
Barraging Beatdown (Blue),Rare,RNR025,—,—
Barraging Beatdown (Yellow),Rare,RNR018,—,—
Breakneck Battery (Red),Rare,RNR008,—,—
Drone of Brutality (Red),Rare,RNR015,$6.59,—
Flock of the Feather Walkers (Blue),Common,RNR027,—,—
Ironrot Gauntlet,Common,RNR006,—,—
Ironrot Helm,Common,RNR004,$1.52,—
Pack Hunt (Red),Common,RNR009,—,—
Primeval Bellow (Blue),Common,RNR026,$1.49,—
Quicken,Token,RNR031,—,—
Raging Onslaught (Yellow),Common,RNR020,—,—
Rhinar,Token,RNR002,—,—
"Rhinar, Reckless Rampage",Common,RNR001,$7.00,—
Romping Club,Common,RNR003,$5.00,—
Savage Feast (Red),Rare,RNR010,—,—
Savage Swing (Red),Common,RNR011,$0.99,—
Savage Swing (Yellow),Common,RNR016,$0.31,—
Scour the Battlescape (Blue),Common,RNR028,—,—
Sigil of Solace (Blue),Rare,RNR030,—,—
Smash Instinct (Red),Common,RNR012,$0.50,—
Smash Instinct (Yellow),Common,RNR017,$0.99,—
Snapdragon Scalers,Common,RNR007,$7.00,—
Springboard Somersault,Common,RNR022,—,—
Timesnap Potion,Rare,RNR029,$4.00,—
Wounded Bull (Yellow),Common,RNR021,—,—
Wrecker Romp (Blue),Common,RNR023,$2.80,—
Wrecker Romp (Red),Common,RNR013,$0.47,—
Alpha Rampage,Majestic,WTR006,$27.78,—
Ancestral Empowerment,Majestic,WTR082,$51.99,—
Anothos // Bravo,Token,WTR040 // WTR039,—,—
"Anothos // Bravo, Showstopper",Token,WTR040 // WTR038,$0.25,—
Anothos // Dawnblade,Token,WTR040 // WTR115,—,—
Anothos // Dorinthea,Token,WTR040 // WTR114,$0.25,—
Anothos // Dorinthea Ironsong,Token,WTR040 // WTR113,$4.66,—
Anothos // Harmonized Kodachi,Token,WTR040 // WTR078,$0.07,—
Anothos // Katsu,Token,WTR040 // WTR077,$0.50,—
"Anothos // Katsu, the Wanderer",Token,WTR040 // WTR076,—,—
Anothos // Quicken,Token,WTR040 // WTR225,$0.95,—
Anothos // Rhinar,Token,WTR040 // WTR002,—,—
"Anothos // Rhinar, Reckless Rampage",Token,WTR040 // WTR001,—,—
Anothos // Romping Club,Token,WTR040 // WTR003,—,—
Anothos // Seismic Surge,Token,WTR040 // WTR075,—,—
Awakening Bellow (Blue),Common,WTR034,$0.49,—
Awakening Bellow (Red),Common,WTR032,$0.62,—
Awakening Bellow (Yellow),Common,WTR033,$0.45,—
Barkbone Strapping,Common,WTR005,$0.78,—
Barraging Beatdown (Blue),Rare,WTR019,$2.93,—
Barraging Beatdown (Red),Rare,WTR017,$3.57,—
Barraging Beatdown (Yellow),Rare,WTR018,$1.64,—
Barraging Brawnhide (Blue),Common,WTR178,$0.50,—
Barraging Brawnhide (Red),Common,WTR176,$1.29,—
Barraging Brawnhide (Yellow),Common,WTR177,$0.66,—
Biting Blade (Blue),Common,WTR137,$0.43,—
Biting Blade (Red),Common,WTR135,$0.91,—
Biting Blade (Yellow),Common,WTR136,$0.33,—
Blackout Kick (Blue),Rare,WTR091,$1.12,—
Blackout Kick (Red),Rare,WTR089,$4.97,—
Blackout Kick (Yellow),Rare,WTR090,$1.18,—
Blessing of Deliverance (Blue),Rare,WTR056,$0.70,—
Blessing of Deliverance (Red),Rare,WTR054,$4.38,—
Blessing of Deliverance (Yellow),Rare,WTR055,$1.10,—
Bloodrush Bellow,Majestic,WTR007,$23.67,—
Bone Head Barrier,Super Rare,WTR010,$6.06,—
Braveforge Bracers,Legendary,WTR116,"$1,300.98",—
"Bravo // Bravo, Showstopper",Token,WTR039 // WTR038,$0.13,—
Bravo // Dawnblade,Token,WTR039 // WTR115,$0.50,—
Bravo // Dorinthea,Token,WTR039 // WTR114,—,—
Bravo // Dorinthea Ironsong,Token,WTR039 // WTR113,$0.25,—
Bravo // Harmonized Kodachi,Token,WTR039 // WTR078,$0.80,—
Bravo // Katsu,Token,WTR039 // WTR077,$1.90,—
"Bravo // Katsu, the Wanderer",Token,WTR039 // WTR076,—,—
Bravo // Quicken,Token,WTR039 // WTR225,—,—
Bravo // Rhinar,Token,WTR039 // WTR002,$0.80,—
"Bravo // Rhinar, Reckless Rampage",Token,WTR039 // WTR001,—,—
Bravo // Romping Club,Token,WTR039 // WTR003,$1.00,—
Bravo // Seismic Surge,Token,WTR039 // WTR075,$0.25,—
"Bravo, Showstopper // Dawnblade",Token,WTR038 // WTR115,$1.83,—
"Bravo, Showstopper // Dorinthea",Token,WTR038 // WTR114,—,—
"Bravo, Showstopper // Dorinthea Ironsong",Token,WTR038 // WTR113,$0.25,—
"Bravo, Showstopper // Harmonized Kodachi",Token,WTR038 // WTR078,—,—
"Bravo, Showstopper // Katsu",Token,WTR038 // WTR077,—,—
"Bravo, Showstopper // Katsu, the Wanderer",Token,WTR038 // WTR076,—,—
"Bravo, Showstopper // Quicken",Token,WTR038 // WTR225,—,—
"Bravo, Showstopper // Rhinar",Token,WTR038 // WTR002,—,—
"Bravo, Showstopper // Rhinar, Reckless Rampage",Token,WTR038 // WTR001,$0.25,—
"Bravo, Showstopper // Romping Club",Token,WTR038 // WTR003,—,—
"Bravo, Showstopper // Seismic Surge",Token,WTR038 // WTR075,—,—
Breaking Scales,Common,WTR080,$0.62,—
Breakneck Battery (Blue),Rare,WTR013,$1.17,—
Breakneck Battery (Red),Rare,WTR011,$1.88,—
Breakneck Battery (Yellow),Rare,WTR012,$1.28,—
Buckling Blow (Blue),Common,WTR059,$0.38,—
Buckling Blow (Red),Common,WTR057,$0.92,—
Buckling Blow (Yellow),Common,WTR058,$0.47,—
Cartilage Crush (Blue),Common,WTR062,$0.39,—
Cartilage Crush (Red),Common,WTR060,$0.60,—
Cartilage Crush (Yellow),Common,WTR061,$0.33,—
Cracked Bauble,Token,WTR224,$5.29,—
Cranial Crush,Super Rare,WTR045,$17.87,—
Crazy Brew,Super Rare,WTR162,$6.99,—
Crippling Crush,Majestic,WTR043,$42.86,—
Crush Confidence (Blue),Common,WTR065,$0.47,—
Crush Confidence (Red),Common,WTR063,$0.78,—
Crush Confidence (Yellow),Common,WTR064,$0.45,—
Dawnblade // Dorinthea,Token,WTR115 // WTR114,$0.25,—
Dawnblade // Dorinthea Ironsong,Token,WTR115 // WTR113,—,—
Dawnblade // Harmonized Kodachi,Token,WTR115 // WTR078,—,—
Dawnblade // Katsu,Token,WTR115 // WTR077,—,—
"Dawnblade // Katsu, the Wanderer",Token,WTR115 // WTR076,—,—
Dawnblade // Quicken,Token,WTR115 // WTR225,$0.76,—
Dawnblade // Rhinar,Token,WTR115 // WTR002,—,—
"Dawnblade // Rhinar, Reckless Rampage",Token,WTR115 // WTR001,—,—
Dawnblade // Romping Club,Token,WTR115 // WTR003,$0.05,—
Dawnblade // Seismic Surge,Token,WTR115 // WTR075,—,—
Debilitate (Blue),Common,WTR068,$0.63,—
Debilitate (Red),Common,WTR066,$1.00,—
Debilitate (Yellow),Common,WTR067,$0.49,—
Demolition Crew (Blue),Common,WTR181,$0.40,—
Demolition Crew (Red),Common,WTR179,$0.80,—
Demolition Crew (Yellow),Common,WTR180,$0.59,—
Disable (Blue),Rare,WTR050,$1.16,—
Disable (Red),Rare,WTR048,$2.88,—
Disable (Yellow),Rare,WTR049,$1.07,—
Dorinthea // Dorinthea Ironsong,Token,WTR114 // WTR113,$0.20,—
Dorinthea // Harmonized Kodachi,Token,WTR114 // WTR078,$0.51,—
Dorinthea // Katsu,Token,WTR114 // WTR077,—,—
"Dorinthea // Katsu, the Wanderer",Token,WTR114 // WTR076,—,—
Dorinthea // Quicken,Token,WTR114 // WTR225,—,—
Dorinthea // Rhinar,Token,WTR114 // WTR002,$0.92,—
"Dorinthea // Rhinar, Reckless Rampage",Token,WTR114 // WTR001,—,—
Dorinthea // Romping Club,Token,WTR114 // WTR003,—,—
Dorinthea // Seismic Surge,Token,WTR114 // WTR075,—,—
Dorinthea Ironsong // Harmonized Kodachi,Token,WTR114 // WTR075,$0.05,—
Dorinthea Ironsong // Katsu,Token,WTR113 // WTR077,—,—
"Dorinthea Ironsong // Katsu, the Wanderer",Token,WTR113 // WTR076,—,—
Dorinthea Ironsong // Quicken,Token,WTR113 // WTR225,—,—
Dorinthea Ironsong // Rhinar,Token,WTR113 // WTR002,—,—
"Dorinthea Ironsong // Rhinar, Reckless Rampage",Token,WTR113 // WTR001,—,—
Dorinthea Ironsong // Romping Club,Token,WTR113 // WTR003,—,—
Dorinthea Ironsong // Seismic Surge,Token,WTR113 // WTR075,—,—
Driving Blade (Blue),Common,WTR146,$0.44,—
Driving Blade (Red),Common,WTR144,$0.79,—
Driving Blade (Yellow),Common,WTR145,$0.41,—
Drone of Brutality (Blue),Rare,WTR166,$2.34,—
Drone of Brutality (Red),Rare,WTR164,$7.65,—
Drone of Brutality (Yellow),Rare,WTR165,$1.34,—
Emerging Power (Blue),Common,WTR071,$0.50,—
Emerging Power (Red),Common,WTR069,$0.59,—
Emerging Power (Yellow),Common,WTR070,$0.44,—
Energy Potion,Rare,WTR170,$6.81,—
Enlightened Strike,Majestic,WTR159,$194.26,—
Flic Flak (Blue),Rare,WTR094,$0.95,—
Flic Flak (Red),Rare,WTR092,$7.12,—
Flic Flak (Yellow),Rare,WTR093,$0.83,—
Flock of the Feather Walkers (Blue),Common,WTR184,$0.47,—
Flock of the Feather Walkers (Red),Common,WTR182,$1.79,—
Flock of the Feather Walkers (Yellow),Common,WTR183,$0.49,—
Fluster Fist (Blue),Rare,WTR088,$1.46,—
Fluster Fist (Red),Rare,WTR086,$1.85,—
Fluster Fist (Yellow),Rare,WTR087,$0.75,—
Forged for War,Super Rare,WTR046,$6.27,—
Fyendal's Spring Tunic,Legendary,WTR150,$240.83,—
Glint the Quicksilver,Majestic,WTR118,$42.55,—
Goliath Gauntlet,Common,WTR153,$1.29,—
Harmonized Kodachi // Katsu,Token,WTR078 // WTR077,$0.95,—
"Harmonized Kodachi // Katsu, the Wanderer",Token,WTR078 // WTR076,—,—
Harmonized Kodachi // Quicken,Token,WTR078 // WTR225,$1.15,—
Harmonized Kodachi // Rhinar,Token,WTR078 // WTR002,$0.61,—
"Harmonized Kodachi // Rhinar, Reckless Rampage",Token,WTR078 // WTR001,$0.89,—
Harmonized Kodachi // Romping Club,Token,WTR078 // WTR003,—,—
Harmonized Kodachi // Seismic Surge,Token,WTR078 // WTR075,$1.16,—
Head Jab (Blue),Common,WTR100,$0.49,—
Head Jab (Red),Common,WTR098,$2.24,—
Head Jab (Yellow),Common,WTR099,$0.50,—
Heart of Fyendal,Fabled,WTR000,"$6,000.00",—
Heartened Cross Strap,Common,WTR152,$1.23,—
Helm of Isen's Peak,Common,WTR042-C,$0.79,—
Hope Merchant's Hood,Common,WTR151,$3.60,—
Hurricane Technique,Super Rare,WTR084,$8.87,—
Ironrot Gauntlet,Common,WTR157,$0.63,—
Ironrot Helm,Common,WTR155,$0.62,—
Ironrot Legs,Common,WTR158,$0.78,—
Ironrot Plate,Common,WTR156,$0.46,—
Ironsong Determination,Super Rare,WTR122,$12.75,—
Ironsong Response (Blue),Common,WTR134,$0.67,—
Ironsong Response (Red),Common,WTR132,$1.31,—
Ironsong Response (Yellow),Common,WTR133,$0.63,—
"Katsu // Katsu, the Wanderer",Token,WTR077 // WTR076,$0.20,—
Katsu // Quicken,Token,WTR077 // WTR225,—,—
Katsu // Rhinar,Token,WTR077 // WTR002,—,—
"Katsu // Rhinar, Reckless Rampage",Token,WTR077 // WTR001,—,—
Katsu // Romping Club,Token,WTR077 // WTR003,—,—
Katsu // Seismic Surge,Token,WTR077 // WTR075,—,—
"Katsu, the Wanderer // Quicken",Token,WTR076 // WTR225,—,—
"Katsu, the Wanderer // Rhinar",Token,WTR076 // WTR002,—,—
"Katsu, the Wanderer // Rhinar, Reckless Rampage",Token,WTR076 // WTR001,—,—
"Katsu, the Wanderer // Romping Club",Token,WTR076 // WTR003,$1.14,—
"Katsu, the Wanderer // Seismic Surge",Token,WTR076 // WTR075,—,—
Last Ditch Effort,Super Rare,WTR161,$7.34,—
Leg Tap (Blue),Common,WTR103,$0.45,—
Leg Tap (Red),Common,WTR101,$1.38,—
Leg Tap (Yellow),Common,WTR102,$0.45,—
Lord of Wind,Majestic,WTR081,$24.88,—
Mask of Momentum,Legendary,WTR079,"$1,700.00",—
Mugenshi: RELEASE,Super Rare,WTR083,$6.01,—
Nature's Path Pilgrimage (Blue),Common,WTR149,$0.40,—
Nature's Path Pilgrimage (Red),Common,WTR147,$0.65,—
Nature's Path Pilgrimage (Yellow),Common,WTR148,$0.35,—
Nimble Strike (Blue),Common,WTR187,$0.43,—
Nimble Strike (Red),Common,WTR185,$0.99,—
Nimble Strike (Yellow),Common,WTR186,$0.42,—
Nimblism (Blue),Common,WTR220,$0.36,—
Nimblism (Red),Common,WTR218,$4.40,—
Nimblism (Yellow),Common,WTR219,$0.34,—
Open the Center (Blue),Common,WTR097,$0.40,—
Open the Center (Red),Common,WTR095,$0.78,—
Open the Center (Yellow),Common,WTR096,$0.60,—
Overpower (Blue),Rare,WTR125,$1.37,—
Overpower (Red),Rare,WTR123,$1.87,—
Overpower (Yellow),Rare,WTR124,$0.89,—
Pack Hunt (Blue),Common,WTR025,$0.75,—
Pack Hunt (Red),Common,WTR023,$0.93,—
Pack Hunt (Yellow),Common,WTR024,$0.42,—
Potion of Strength,Rare,WTR171,$8.29,—
Pounding Gale,Super Rare,WTR085,$14.04,—
Primeval Bellow (Blue),Common,WTR037,$0.36,—
Primeval Bellow (Red),Common,WTR035,$0.76,—
Primeval Bellow (Yellow),Common,WTR036,$0.46,—
Pummel (Blue),Common,WTR208,$1.08,—
Pummel (Red),Common,WTR206,$11.53,—
Pummel (Yellow),Common,WTR207,$0.79,—
Quicken // Rhinar,Token,WTR225 // WTR002,—,—
"Quicken // Rhinar, Rhinar, Reckless Rampage",Token,WTR225 // WTR001,—,—
Quicken // Romping Club,Token,WTR225 // WTR003,$0.98,—
Quicken // Seismic Surge,Token,WTR225 // WTR075,$0.10,—
Raging Onslaught (Blue),Common,WTR190,$0.48,—
Raging Onslaught (Red),Common,WTR188,$1.02,—
Raging Onslaught (Yellow),Common,WTR189,$0.61,—
Razor Reflex (Blue),Common,WTR211,$0.81,—
Razor Reflex (Red),Common,WTR209,$4.21,—
Razor Reflex (Yellow),Common,WTR210,$0.70,—
Reckless Swing,Super Rare,WTR008,$7.53,—
Refraction Bolters,Common,WTR117,$1.38,—
Regurgitating Slog (Blue),Common,WTR199,$0.52,—
Regurgitating Slog (Red),Common,WTR197,$0.42,—
Regurgitating Slog (Yellow),Common,WTR198,$0.32,—
Remembrance,Super Rare,WTR163,$19.99,—
"Rhinar // Rhinar, Reckless Rampage",Token,WTR002 // WTR001,$0.19,—
Rhinar // Romping Club,Token,WTR002 // WTR003,—,—
Rhinar // Seismic Surge,Token,WTR002 // WTR075,—,—
"Rhinar, Reckless Rampage // Romping Club",Token,WTR001 // WTR075,—,—
"Rhinar, Reckless Rampage // Seismic Surge",Token,WTR001 // WTR075,—,—
Rising Knee Thrust (Blue),Common,WTR106,$0.50,—
Rising Knee Thrust (Red),Common,WTR104,$0.75,—
Rising Knee Thrust (Yellow),Common,WTR105,$0.07,—
Romping Club // Seismic Surge,Token,WTR003 // WTR075,$0.50,—
Rout,Super Rare,WTR120,$14.74,—
Sand Sketched Plan,Super Rare,WTR009,$8.55,—
Savage Feast (Blue),Rare,WTR016,$1.28,—
Savage Feast (Red),Rare,WTR014,$2.65,—
Savage Feast (Yellow),Rare,WTR015,$1.08,—
Savage Swing (Blue),Common,WTR022,$0.67,—
Savage Swing (Red),Common,WTR020,$0.88,—
Savage Swing (Yellow),Common,WTR021,$0.62,—
Scabskin Leathers,Legendary,WTR004,"$1,149.99",—
Scar for a Scar (Blue),Common,WTR193,$0.95,—
Scar for a Scar (Red),Common,WTR191,$4.92,—
Scar for a Scar (Yellow),Common,WTR192,$0.45,—
Scour the Battlescape (Blue),Common,WTR196,$0.50,—
Scour the Battlescape (Red),Common,WTR194,$1.09,—
Scour the Battlescape (Yellow),Common,WTR195,$0.45,—
Sharpen Steel (Blue),Common,WTR143,$0.36,—
Sharpen Steel (Red),Common,WTR141,$0.96,—
Sharpen Steel (Yellow),Common,WTR142,$0.39,—
Show Time!,Super Rare,WTR047,$11.76,—
Sigil of Solace (Blue),Rare,WTR175,$1.95,—
Sigil of Solace (Red),Rare,WTR173,$11.05,—
Sigil of Solace (Yellow),Rare,WTR174,$1.69,—
Singing Steelblade,Super Rare,WTR121,$11.40,—
Sink Below (Blue),Common,WTR217,$0.49,—
Sink Below (Red),Common,WTR215,$22.68,—
Sink Below (Yellow),Common,WTR216,$0.78,—
Sloggism (Blue),Common,WTR223,$0.37,—
Sloggism (Red),Common,WTR221,$0.64,—
Sloggism (Yellow),Common,WTR222,$0.39,—
Smash Instinct (Blue),Common,WTR028,$0.58,—
Smash Instinct (Red),Common,WTR026,$0.76,—
Smash Instinct (Yellow),Common,WTR027,$0.65,—
Snapdragon Scalers,Common,WTR154,$3.17,—
Snatch (Blue),Rare,WTR169,$2.42,—
Snatch (Red),Rare,WTR167,$25.67,—
Snatch (Yellow),Rare,WTR168,$3.16,—
Spinal Crush,Majestic,WTR044,$41.77,—
Staunch Response (Blue),Rare,WTR053,$1.23,—
Staunch Response (Red),Rare,WTR051,$3.36,—
Staunch Response (Yellow),Rare,WTR052,$1.49,—
Steelblade Shunt (Blue),Rare,WTR128,$1.56,—
Steelblade Shunt (Red),Rare,WTR126,$6.57,—
Steelblade Shunt (Yellow),Rare,WTR127,$1.26,—
Steelblade Supremacy,Majestic,WTR119,$42.89,—
Stonewall Confidence (Blue),Common,WTR074,$0.34,—
Stonewall Confidence (Red),Common,WTR072,$0.60,—
Stonewall Confidence (Yellow),Common,WTR073,$0.07,—
Stroke of Foresight (Blue),Common,WTR140,$0.33,—
Stroke of Foresight (Red),Common,WTR138,$0.88,—
Stroke of Foresight (Yellow),Common,WTR139,$0.32,—
Surging Strike (Blue),Common,WTR109,$0.48,—
Surging Strike (Red),Common,WTR107,$2.32,—
Surging Strike (Yellow),Common,WTR108,$0.48,—
Tectonic Plating,Legendary,WTR041,"$1,148.00",—
Timesnap Potion,Rare,WTR172,$3.05,—
Tome of Fyendal,Majestic,WTR160,$78.32,—
Unmovable (Blue),Common,WTR214,$0.67,—
Unmovable (Red),Common,WTR212,$5.19,—
Unmovable (Yellow),Common,WTR213,$0.30,—
Warrior's Valor (Blue),Rare,WTR131,$1.67,—
Warrior's Valor (Red),Rare,WTR129,$2.95,—
Warrior's Valor (Yellow),Rare,WTR130,$1.43,—
Whelming Gustwave (Blue),Common,WTR112,$0.88,—
Whelming Gustwave (Red),Common,WTR110,$1.79,—
Whelming Gustwave (Yellow),Common,WTR111,$0.77,—
Wounded Bull (Blue),Common,WTR202,$0.60,—
Wounded Bull (Red),Common,WTR200,$8.55,—
Wounded Bull (Yellow),Common,WTR201,$0.38,—
Wounding Blow (Blue),Common,WTR205,$0.38,—
Wounding Blow (Red),Common,WTR203,$0.71,—
Wounding Blow (Yellow),Common,WTR204,$0.53,—
